name,vn_kv,type,zone,in_service,min_vm_pu,max_vm_pu,index,bus_names,x1,y1,geodata,zone,,
3321,110,n,0,TRUE,0.9,1.1,1584,Knockumber,0,0,,7,1,1584
3330,110,n,0,TRUE,0.9,1.1,1583,Ballynahulla,278,850,"(-9.260805,52.174627)",5,0,1583
3331,110,b,0,TRUE,0.9,1.1,1582,Ballynahulla,278,850,"(-9.260805,52.174627)",5,0,1582
3332,220,n,0,TRUE,0.9,1.1,1581,Ballynahulla,278,850,"(-9.260805,52.174627)",5,0,1581
3341,110,n,23,TRUE,0.9,1.1,1580,Kellis,548,737,"(-6.81666,52.789107)",9,0,1580
3342,220,n,0,TRUE,0.9,1.1,1579,Kellis,548,737,"(-6.81666,52.789107)",9,0,1579
3352,220,n,0,TRUE,0.9,1.1,1578,Kellystown,0,0,,11,1,1578
3381,110,n,0,TRUE,0.9,1.1,1577,Kinnegad,504,618,"(-7.142552,53.430335)",11,0,1577
3391,110,n,0,TRUE,0.9,1.1,1576,Knockacummer,0,0,,5,1,1576
3401,110,n,0,TRUE,0.9,1.1,1575,Killoteran,498,836,"(-7.093245,52.150657)",12,0,1575
3421,110,n,0,TRUE,0.9,1.1,1574,Kilmore,0,0,,11,1,1574
3431,110,n,0,TRUE,0.9,1.1,1573,Kilmahud,0,0,,11,1,1573
3461,110,n,0,TRUE,0.9,1.1,1572,Kilpaddoge,261,774,"(-9.234475,52.344748)",5,0,1572
3462,220,n,0,TRUE,0.9,1.1,1571,Kilpaddoge,261,774,"(-9.234475,52.344748)",5,0,1571
3464,380,n,0,TRUE,0.9,1.1,1570,KILP,0,0,,5,1,1570
3471,110,n,0,TRUE,0.9,1.1,1569,Castlebagot,0,0,,11,1,1569
3472,220,n,0,TRUE,0.9,1.1,1568,Castlebagot,0,0,,11,1,1568
3481,110,n,0,TRUE,0.9,1.1,1567,Coolnanoonag,0,0,,5,1,1567
3501,110,n,23,TRUE,0.9,1.1,1566,Lanesboro,418,570,"(-7.591265,53.403079)",3,0,1566
3521,110,n,0,TRUE,0.9,1.1,1565,LouthA,567,516,"(-6.335674,53.580226)",7,0,1565
3522,220,n,0,TRUE,0.9,1.1,1564,Louth,567,516,"(-6.335674,53.580226)",7,0,1564
3541,110,n,23,TRUE,0.9,1.1,1563,Limerick,345,765,"(-8.641247,52.6351419999999)",5,0,1563
3550,110,n,0,TRUE,0.9,1.1,1562,Coolnabacky_,0,0,,11,1,1562
3551,110,b,0,TRUE,0.9,1.1,1561,Coolnabacky,500,700,"(-7.12008,52.585927)",11,0,1561
3554,380,n,0,TRUE,0.9,1.1,1560,Coolnabacky,500,700,"(-7.12008,52.585927)",11,0,1560
3561,110,n,0,TRUE,0.9,1.1,1559,Lisdrum,530,466,"(-6.910186,54.24468)",7,0,1559
3571,110,n,0,TRUE,0.9,1.1,1558,Derrycarney,433,658,"-433,658",3,0,1558
3581,110,n,0,TRUE,0.9,1.1,1557,Letterkenny,445,325,"(-7.697422,54.9242059999999)",1,0,1557
3591,110,n,0,TRUE,0.9,1.1,1556,Lenalea,433,330,"(-7.515217,54.54904)",1,0,1556
3601,110,n,0,TRUE,0.9,1.1,1555,LibertySt,0,0,,10,1,1555
3611,110,b,0,TRUE,0.9,1.1,1554,LibertySt,0,0,,10,1,1554
3621,110,n,0,TRUE,0.9,1.1,1553,Lisheen,0,0,,8,1,1553
3631,110,n,0,TRUE,0.9,1.1,1552,CureenyT,0,0,,8,1,1552
3641,110,n,0,TRUE,0.9,1.1,1551,Lodgewood,576,770,"(-6.321433,52.344498)",9,0,1551
3642,220,n,0,TRUE,0.9,1.1,1550,Lodgewood,576,770,"(-6.321433,52.344498)",9,0,1550
3651,110,n,0,TRUE,0.9,1.1,1549,Barnakyle,0,0,,11,1,1549
3662,220,n,49,TRUE,0.9,1.1,1548,Greenlink,0,0,,9,1,1548
3681,110,n,0,TRUE,0.9,1.1,1547,Aungierstown,0,0,,11,1,1547
3751,110,n,0,TRUE,0.9,1.1,1546,MiseryHill,0,0,,11,1,1546
3761,110,n,0,TRUE,0.9,1.1,1545,Macetown,0,0,,11,1,1545
3781,110,n,0,TRUE,0.9,1.1,1544,McDermott,0,0,,11,1,1544
3801,110,n,23,TRUE,0.9,1.1,1543,Midleton,390,894,"(-8.187189,51.937684)",10,0,1543
3821,110,n,14,TRUE,0.9,1.1,1542,MeathHill,560,525,"(-6.73117,53.8911)",7,0,1542
3841,110,n,0,TRUE,0.9,1.1,1541,MaynoothA,566,632,"(-6.602361,53.348908)",11,0,1541
3842,220,n,0,TRUE,0.9,1.1,1540,MaynoothB,566,632,"(-6.602361,53.348908)",11,0,1540
3851,110,n,0,TRUE,0.9,1.1,1539,MaynoothB,566,632,"(-6.602361,53.348908)",11,0,1539
3852,220,n,0,TRUE,0.9,1.1,1538,MaynoothA,566,632,"(-6.602361,53.348908)",11,0,1538
3861,110,n,0,TRUE,0.9,1.1,1537,Milltown,0,0,,11,1,1537
3871,110,b,0,TRUE,0.9,1.1,1536,Milltown,0,0,,11,1,1536
3881,110,n,23,TRUE,0.9,1.1,1535,Macroom,313,900,"(-8.89215,51.8957299999999)",5,0,1535
3891,110,n,0,TRUE,0.9,1.1,1534,Carrigdangan,0,0,,6,1,1534
3901,110,n,0,TRUE,0.9,1.1,1533,Moneteen,0,0,,5,1,1533
3934,380,b,0,TRUE,0.9,1.1,1532,MNYPG1,0,0,,5,1,1532
3940,220,b,0,TRUE,0.9,1.1,1531,MnypB,0,0,,5,1,1531
3941,110,n,0,TRUE,0.9,1.1,1530,Moneypoint,260,760,"(-9.42247399999999,52.610524)",5,0,1530
3942,220,n,0,TRUE,0.9,1.1,1529,Moneypoint,260,760,"(-9.42247399999999,52.610524)",5,0,1529
3944,380,b,0,TRUE,0.9,1.1,1528,MNYPG3,0,0,,5,1,1528
3954,380,b,0,TRUE,0.9,1.1,1527,MNYPG2,0,0,,5,1,1527
3961,110,n,0,TRUE,0.9,1.1,1526,Marina,0,0,,10,1,1526
3981,110,n,0,TRUE,0.9,1.1,1525,MungretA,0,0,,5,1,1525
3991,110,b,0,TRUE,0.9,1.1,1524,MungretB,0,0,,5,1,1524
4001,110,n,23,TRUE,0.9,1.1,1523,Mullingar,480,598,"(-7.371416,53.538448)",3,0,1523
4021,110,n,23,TRUE,0.9,1.1,1522,Mallow,343,855,"(-8.620785,52.143011)",5,0,1522
4041,110,n,0,TRUE,0.9,1.1,1521,Moy,285,491,"(-9.11175,54.072353)",2,0,1521
4061,110,n,0,TRUE,0.9,1.1,1520,Mullagharlin,586,515,"(-6.408846,53.975643)",7,0,1520
4071,110,n,0,TRUE,0.9,1.1,1519,Meentycat,0,0,,1,1,1519
4081,110,n,0,TRUE,0.9,1.1,1518,Monread,564,654,"(-6.645703,53.241209)",11,0,1518
4091,110,n,0,TRUE,0.9,1.1,1517,Mulreavy,0,0,,1,1,1517
4101,110,n,0,TRUE,0.9,1.1,1516,Newbury,0,0,,11,1,1516
4111,110,n,0,TRUE,0.9,1.1,1515,Bancroft,0,0,,11,1,1515
4201,110,n,0,TRUE,0.9,1.1,1514,Newbridge,542,660,"(-6.835627,53.195466)",11,0,1514
4211,110,n,0,TRUE,0.9,1.1,1513,NorthQuays,0,0,,11,1,1513
4221,110,n,23,TRUE,0.9,1.1,1512,Navan,553,566,"(-6.70655,53.6998159999999)",7,0,1512
4242,220,n,0,TRUE,0.9,1.1,1511,NorthWall,0,0,,11,1,1511
4261,110,n,0,TRUE,0.9,1.1,1510,Nenagh,0,0,,8,1,1510
4281,110,n,0,TRUE,0.9,1.1,1509,Nangor,0,0,,11,1,1509
4341,110,n,0,TRUE,0.9,1.1,1508,Oldcourt,0,0,,10,1,1508
4351,110,n,0,TRUE,0.9,1.1,1507,Oldcourt,0,0,,10,1,1507
4361,110,n,0,TRUE,0.9,1.1,1506,Oughtragh,225,830,"(-9.351291,52.122525)",5,0,1506
4371,110,n,0,TRUE,0.9,1.1,1505,Glenree,310,495,"(-8.592155,54.061925)",2,0,1505
4382,220,n,0,TRUE,0.9,1.1,1504,Oldstreet,383,675,"(-8.269531,53.134717)",3,0,1504
4384,380,n,0,TRUE,0.9,1.1,1503,Oldstreet,383,675,"(-8.269531,53.134717)",3,0,1503
4401,110,n,0,TRUE,0.9,1.1,1502,Poppintree,0,0,,11,1,1502
4441,110,n,0,TRUE,0.9,1.1,1501,Pollaphuca,0,0,,11,1,1501
4451,110,n,0,TRUE,0.9,1.1,1500,Pollahoney,0,0,,11,1,1500
4461,110,n,0,TRUE,0.9,1.1,1499,Poolbeg,0,0,,11,1,1499
4462,220,n,0,TRUE,0.9,1.1,1498,PoolbegNort,0,0,,11,1,1498
4471,110,b,0,TRUE,0.9,1.1,1497,Poolbeg,0,0,,11,1,1497
4472,220,n,0,TRUE,0.9,1.1,1496,PoolbegSout,0,0,,11,1,1496
4481,110,n,0,TRUE,0.9,1.1,1495,Portlaoise,489,693,"(-7.299239,53.026978)",11,0,1495
4491,110,n,0,TRUE,0.9,1.1,1494,Pelletstown,0,0,,11,1,1494
4501,110,n,0,TRUE,0.9,1.1,1493,Platin,588,569,"(-6.231008,53.405090)",7,0,1493
4511,110,n,0,TRUE,0.9,1.1,1492,PotteryRoad,0,0,,11,1,1492
4522,220,n,0,TRUE,0.9,1.1,1491,Prospect,0,0,,5,1,1491
4621,110,n,0,TRUE,0.9,1.1,1490,Ryebrook,0,0,,11,1,1490
4651,110,n,0,TRUE,0.9,1.1,1489,Ringsend,0,0,,11,1,1489
4681,110,n,23,TRUE,0.9,1.1,1488,Rathkeale,307,780,"(-8.968351,52.543522)",5,0,1488
4691,110,n,0,TRUE,0.9,1.1,1487,Oldbridge,596,565,"(-6.200996,53.425264)",7,0,1487
4701,110,n,0,TRUE,0.9,1.1,1486,Richmond,430,565,"(-7.857074,53.743168)",3,0,1486
4711,110,b,23,TRUE,0.9,1.1,1485,Richmond,430,565,"(-7.857074,53.743168)",3,0,1485
4721,110,n,23,TRUE,0.9,1.1,1484,Raffeen,375,903,"(-8.369598,51.826782)",10,0,1484
4722,220,n,0,TRUE,0.9,1.1,1483,Raffeen,375,903,"(-8.369598,51.826782)",10,0,1483
4731,110,b,0,TRUE,0.9,1.1,1482,RaffeenB,375,903,"-375,903",10,0,1482
4741,110,n,0,TRUE,0.9,1.1,1481,Rinawade,573,630,"(-6.521157,53.35532)",11,0,1481
4761,110,n,0,TRUE,0.9,1.1,1480,Ringaskiddy,0,0,,10,1,1480
4781,110,n,0,TRUE,0.9,1.1,1479,Ratrussan,516,513,"-516,513",7,0,1479
4791,110,n,0,TRUE,0.9,1.1,1478,Rathnaskillo,473,850,"(-7.27729,52.092545)",12,0,1478
4901,110,n,0,TRUE,0.9,1.1,1477,SheltonAbbe,0,0,,9,1,1477
4941,110,n,0,TRUE,0.9,1.1,1476,Shannonbridg,425,655,"(-8.039006,53.272474)",3,0,1476
4942,220,n,0,TRUE,0.9,1.1,1475,Shannonbridg,425,655,"(-8.039006,53.272474)",3,0,1475
4943,220,b,0,TRUE,0.9,1.1,1474,Shannonbridg,425,655,"(-8.039006,53.272474)",3,0,1474
4951,110,n,0,TRUE,0.9,1.1,1473,Salthill,298,642,"(-9.079406,53.274086)",2,0,1473
4961,110,n,23,TRUE,0.9,1.1,1472,Shankill,488,511,"(-7.298835,53.998764)",7,0,1472
4981,110,n,0,TRUE,0.9,1.1,1471,Sligo,364,469,"(-8.28162,54.142823)",2,0,1471
4991,110,n,0,TRUE,0.9,1.1,1470,SorneHill,0,0,,1,1,1470
5001,110,n,23,TRUE,0.9,1.1,1469,Somerset,388,651,"(-8.230639,53.266568)",3,0,1469
5022,220,n,0,TRUE,0.9,1.1,1468,Shellybanks,0,0,,11,1,1468
5031,110,n,0,TRUE,0.9,1.1,1467,Stephenstown,0,0,,11,1,1467
5041,110,n,0,TRUE,0.9,1.1,1466,Srananagh,374,479,"(-8.23230,54.104034)",2,0,1466
5042,220,n,0,TRUE,0.9,1.1,1465,Srananagh,374,479,"(-8.23230,54.104034)",2,0,1465
5051,110,n,0,TRUE,0.9,1.1,1464,SealRock,0,0,,5,1,1464
5061,110,n,0,TRUE,0.9,1.1,1463,Stratford,0,0,,9,1,1463
5071,110,n,0,TRUE,0.9,1.1,1462,SealRock,0,0,,5,1,1462
5091,110,n,0,TRUE,0.9,1.1,1461,Singland,351,762,"(-8.587293,52.6634509999999)",4,0,1461
5111,110,n,0,TRUE,0.9,1.1,1460,Snughborough,0,0,,11,1,1460
5122,220,n,0,TRUE,0.9,1.1,1459,Shellybanks,0,0,,11,1,1459
5131,110,n,0,TRUE,0.9,1.1,1458,Taney,0,0,,11,1,1458
5140,220,n,0,TRUE,0.9,1.1,1457,Tarbert,268,773,"(-9.215048,52.352081)",5,0,1457
5141,110,n,0,TRUE,0.9,1.1,1456,Tarbert,268,773,"(-9.215048,52.352081)",5,0,1456
5142,220,b,0,TRUE,0.9,1.1,1455,Tarbert,268,773,"(-9.215048,52.352081)",5,0,1455
5161,110,n,0,TRUE,0.9,1.1,1454,Shantallow,323,643,"-323,643",2,0,1454
5172,220,n,0,TRUE,0.9,1.1,1453,Tynagh,369,665,"(-8.382576,53.166136)",3,0,1453
5181,110,n,0,TRUE,0.9,1.1,1452,Trabeg,370,900,"(-8.459697,51.882658)",10,0,1452
5191,110,n,0,TRUE,0.9,1.1,1451,Tievebrack,390,345,"-390,345",1,0,1451
5192,110,n,0,TRUE,0.9,1.1,1450,Croaghnagawn,0,0,,1,1,1450
5202,220,n,0,TRUE,0.9,1.1,1449,TurloughHil,0,0,,11,1,1449
5211,110,n,0,TRUE,0.9,1.1,1448,Timahoe,520,631,"(-6.52165,53.205928)",11,0,1448
5221,110,n,23,TRUE,0.9,1.1,1447,Tullabrack,251,747,"(-9.47913,52.673088)",4,0,1447
5222,220,n,0,TRUE,0.9,1.1,1446,ShellybanksB,0,0,,11,1,1446
5231,110,n,0,TRUE,0.9,1.1,1445,Trinity,0,0,,11,1,1445
5241,110,n,0,TRUE,0.9,1.1,1444,Tawnaghmore,0,0,,2,1,1444
5251,110,b,0,TRUE,0.9,1.1,1443,TAWN_B,0,0,,2,1,1443
5261,110,n,0,TRUE,0.9,1.1,1442,Trien,257,804,"(-9.253492,52.252916)",5,0,1442
5271,110,n,0,TRUE,0.9,1.1,1441,Cauteen,393,781,"(-8.194055,52.537527)",8,0,1441
5274,110,b,23,TRUE,0.9,1.1,1440,CAUTEEN,393,781,"(-8.194055,52.537527)",8,0,1440
5281,110,n,23,TRUE,0.9,1.1,1439,Tralee,229,825,"(-9.402701,52.172109)",5,0,1439
5291,110,n,0,TRUE,0.9,1.1,1438,Tullabeg,593,761,"(-6.231953,52.36579)",9,0,1438
5301,110,n,23,TRUE,0.9,1.1,1437,Thurles,441,751,"(-7.764458,52.691996)",8,0,1437
5321,110,n,0,TRUE,0.9,1.1,1436,Thornsberry,467,642,"(-7.469632,53.29485)",11,0,1436
5331,110,n,0,TRUE,0.9,1.1,1435,YellowMeadow,0,0,,11,1,1435
5341,110,n,0,TRUE,0.9,1.1,1434,Tonroe,352,531,"(-8.342081,53.543527)",2,0,1434
5361,110,n,0,TRUE,0.9,1.1,1433,Trillick,473,280,"(-7.418747,55.112814)",1,0,1433
5381,110,n,23,TRUE,0.9,1.1,1432,Tipperary,408,796,"(-8.066938,52.472303)",8,0,1432
5441,110,n,0,TRUE,0.9,1.1,1431,Waterford,500,834,"(-7.072849,52.134305)",9,0,1431
5462,220,n,0,TRUE,0.9,1.1,1430,Woodland,582,615,"(-6.340823,53.282987)",11,0,1430
5464,380,n,0,TRUE,0.9,1.1,1429,Woodland,582,615,"(-6.340823,53.282987)",11,0,1429
5481,110,n,0,TRUE,0.9,1.1,1428,Whitegate,385,914,"-385,914",10,1,1428
5501,110,n,23,TRUE,0.9,1.1,1427,Wexford,577,813,"(-6.322033,52.202501)",9,0,1427
5521,110,n,0,TRUE,0.9,1.1,1426,WolfeTone,0,0,,11,1,1426
6201,110,n,0,TRUE,0.9,1.1,1425,Coomataggart,0,0,,5,1,1425
6371,110,n,0,TRUE,0.9,1.1,1424,Whitebank,0,0,,11,1,1424
6931,110,n,0,TRUE,0.9,1.1,1423,Woodhouse,439,866,"(-7.461412,52.045488)",12,0,1423
10204,38,b,0,TRUE,0.9,1.1,1422,Ardnacrusha,348,751,"(-8.613523,)",4,0,1422
10205,38,b,0,TRUE,0.9,1.1,1421,Ardnacrusha,348,751,"(-8.613523,)",4,0,1421
10210,110,n,23,TRUE,0.9,1.1,1420,Ardnacrusha,348,751,"(-8.613523,52.705925)",4,0,1420
10212,20,b,0,TRUE,0.9,1.1,1419,Knockastana,0,0,,4,1,1419
10213,20,b,0,TRUE,0.9,1.1,1418,Mienvee,0,0,,4,1,1418
10261,110,b,0,TRUE,0.9,1.1,1417,Ardna_Cap,0,0,,4,1,1417
10271,10.5,b,13,TRUE,0.9,1.1,1416,ARDNG1,0,0,,4,1,1416
10272,10.5,b,13,TRUE,0.9,1.1,1415,ARDNG2,0,0,,4,1,1415
10273,10.5,b,13,TRUE,0.9,1.1,1414,ARDNG3,0,0,,4,1,1414
10274,10.5,b,13,TRUE,0.9,1.1,1413,ARDNG4,0,0,,4,1,1413
10275,0.69,b,21,TRUE,0.9,1.1,1412,KNOCKAST,0,0,,4,1,1412
10276,0.69,b,21,TRUE,0.9,1.1,1411,MIENVEE,0,0,,4,1,1411
10401,10,b,0,TRUE,0.9,1.1,1410,Aghada,0,0,"(-8.228023,)",10,1,1410
10422,220,n,0,TRUE,0.9,1.1,1409,Longpoint,0,0,,10,1,1409
10470,21,b,9,TRUE,0.9,1.1,1408,AGH_CCGT,0,0,,10,1,1408
10471,20,b,9,TRUE,0.9,1.1,1407,Agh_G1,0,0,,10,1,1407
10472,10.5,b,0,TRUE,0.9,1.1,1406,Agh_G11,0,0,,10,1,1406
10473,10.5,b,0,TRUE,0.9,1.1,1405,Agh_G12,0,0,,10,1,1405
10474,10.5,b,0,TRUE,0.9,1.1,1404,Agh_G14,0,0,,10,1,1404
10602,20,b,0,TRUE,0.9,1.1,1403,Arigna,404,496,"(-8.075452,)",1,0,1403
10604,38,b,0,TRUE,0.9,1.1,1402,Arigna,404,496,"(-8.075452,)",1,0,1402
10619,110,n,0,TRUE,0.9,1.1,1401,Arigna_T,0,0,,1,1,1401
10671,0.69,b,20,TRUE,0.9,1.1,1400,CORRIEM,0,0,,1,1,1400
10672,0.69,b,20,TRUE,0.9,1.1,1399,KILRONAN,0,0,,1,1,1399
10673,0.69,b,20,TRUE,0.9,1.1,1398,SPIONKO,0,0,,1,1,1398
10674,0.4,b,20,TRUE,0.9,1.1,1397,SELTANAV,0,0,,1,1,1397
10801,10,b,0,TRUE,0.9,1.1,1396,Ahane,0,0,"(-8.507679,)",4,1,1396
10811,10,b,0,TRUE,0.9,1.1,1395,Laghtane,0,0,,4,1,1395
10901,10,b,0,TRUE,0.9,1.1,1394,Adamstown,0,0,"(-6.479053,)",11,1,1394
10902,10,b,0,TRUE,0.9,1.1,1393,Adamstown,0,0,"(-6.479053,)",11,1,1393
11201,10,b,0,TRUE,0.9,1.1,1392,Arklow,620,723,"(-6.147389,)",9,0,1392
11202,20,b,0,TRUE,0.9,1.1,1391,ArklowBay,0,0,,9,1,1391
11204,38,b,0,TRUE,0.9,1.1,1390,Arklow,620,723,"(-6.147389,)",9,0,1390
11205,38,b,23,TRUE,0.9,1.1,1389,ARKLOW,620,723,"(-6.147389,)",9,0,1389
11212,20,b,0,TRUE,0.9,1.1,1388,BALLYCUM20,0,0,,9,1,1388
11224,38,b,0,TRUE,0.9,1.1,1387,RAHEENLE,0,0,,9,1,1387
11232,20,b,0,TRUE,0.9,1.1,1386,SPRINGFA20,0,0,,9,1,1386
11234,38,b,0,TRUE,0.9,1.1,1385,KILMAGIG,0,0,,9,1,1385
11242,20,b,0,TRUE,0.9,1.1,1384,RAHEEN20,0,0,,9,1,1384
11244,38,b,0,TRUE,0.9,1.1,1383,BALLYCUMMER,0,0,,9,1,1383
11252,20,b,0,TRUE,0.9,1.1,1382,RATHDRUM,0,0,,9,1,1382
11254,38,b,0,TRUE,0.9,1.1,1381,RATHDRUM,0,0,,9,1,1381
11271,3.3,b,20,TRUE,0.9,1.1,1380,ARKLOWB,0,0,,9,1,1380
11272,0.4,b,0,TRUE,0.9,1.1,1379,Ballycooleen,0,0,,9,1,1379
11302,20,b,0,TRUE,0.9,1.1,1378,Athea,0,0,"(-9.30045,)",5,1,1378
11310,110,b,0,TRUE,0.9,1.1,1377,Athea-2,0,0,,5,1,1377
11312,20,b,0,TRUE,0.9,1.1,1376,ATHEA,0,0,"(-9.30045,)",5,1,1376
11314,38,b,0,TRUE,0.9,1.1,1375,Athea38b,0,0,,5,1,1375
11371,0.69,b,17,TRUE,0.9,1.1,1374,Athea,0,0,"(-9.30045,)",5,1,1374
11372,0.69,b,17,TRUE,0.9,1.1,1373,Athea1b,0,0,,5,1,1373
11376,0.69,b,0,TRUE,0.9,1.1,1372,KNOCKNA_RAGH,0,0,,5,1,1372
11377,0.69,b,0,TRUE,0.9,1.1,1371,CAHERLEVOY,0,0,,5,1,1371
11392,38,b,0,TRUE,0.9,1.1,1370,ATHEA_KNOCKA,0,0,,5,1,1370
11402,20,b,0,TRUE,0.9,1.1,1369,ConnaughtRe,0,0,,3,1,1369
11404,38,b,0,TRUE,0.9,1.1,1368,Athlone,415,618,"(-7.974483,)",3,0,1368
11412,20,b,0,TRUE,0.9,1.1,1367,ShannaghBeg,0,0,,3,1,1367
11414,38,b,0,TRUE,0.9,1.1,1366,Moate,0,0,,3,1,1366
11424,38,b,0,TRUE,0.9,1.1,1365,Rooaun,0,0,,3,1,1365
11461,110,b,0,TRUE,0.9,1.1,1364,Ath_cap,0,0,,3,1,1364
11462,110,b,0,TRUE,0.9,1.1,1363,mob_cap,0,0,,3,1,1363
11502,20,b,0,TRUE,0.9,1.1,1362,Ballinknocka,0,0,,5,1,1362
11571,0.4,b,23,TRUE,0.9,1.1,1361,Ballinknocka,0,0,,5,1,1361
12001,10,b,0,TRUE,0.9,1.1,1360,Artane,0,0,"(-6.209446,)",11,1,1360
12101,110,b,0,TRUE,0.9,1.1,1359,BVKStatcom,0,0,,5,1,1359
12111,110,n,0,TRUE,0.9,1.1,1358,Ballyvouskil,292,874,"(-9.08021699999999,52.0062959999999)",5,0,1358
12201,10,b,0,TRUE,0.9,1.1,1357,Athy,514,699,"(-6.99940199999999,)",9,0,1357
12211,10,b,0,TRUE,0.9,1.1,1356,Athy,514,699,"(-6.99940199999999,)",9,0,1356
12271,0.4,b,0,TRUE,0.9,1.1,1355,Woodstock,0,0,,9,1,1355
12272,0.4,b,0,TRUE,0.9,1.1,1354,Moatstown,0,0,,9,1,1354
12302,20,b,0,TRUE,0.9,1.1,1353,Ballywater,0,0,,9,1,1353
12371,0.4,b,17,TRUE,0.9,1.1,1352,Ballywater,0,0,,9,1,1352
12372,0.4,b,17,TRUE,0.9,1.1,1351,Ballywater,0,0,,9,1,1351
12502,20,b,0,TRUE,0.9,1.1,1350,Booltiagh,0,0,"(-9.240766,)",4,1,1350
12503,20,b,0,TRUE,0.9,1.1,1349,BOOLY1WF20,0,0,,4,1,1349
12504,38,b,0,TRUE,0.9,1.1,1348,BOOLT238,0,0,,4,1,1348
12512,20,b,0,TRUE,0.9,1.1,1347,CAHERMURWF2,0,0,,4,1,1347
12514,38,b,0,TRUE,0.9,1.1,1346,BOOLT138,0,0,,4,1,1346
12522,20,b,0,TRUE,0.9,1.1,1345,KILTUMPERWF,0,0,,4,1,1345
12524,38,b,0,TRUE,0.9,1.1,1344,GLENMORE38,0,0,,4,1,1344
12532,20,b,0,TRUE,0.9,1.1,1343,GLENMORE20,0,0,,4,1,1343
12534,38,b,0,TRUE,0.9,1.1,1342,BOOLY1WF38,0,0,,4,1,1342
12542,20,b,0,TRUE,0.9,1.1,1341,GLENMOREWF2,0,0,,4,1,1341
12571,0.69,b,17,TRUE,0.9,1.1,1340,Booltiagh,0,0,"(-9.240766,)",4,1,1340
12572,0.4,b,17,TRUE,0.9,1.1,1339,BOOLTIAGH_PH,0,0,,4,1,1339
12574,0.69,b,17,TRUE,0.9,1.1,1338,Lissycasey,0,0,,4,1,1338
12575,0.4,b,3,TRUE,0.9,1.1,1337,Crossmore,0,0,,4,1,1337
12582,20,b,0,TRUE,0.9,1.1,1336,BOOLT120,0,0,,4,1,1336
12592,20,b,0,TRUE,0.9,1.1,1335,LISSYWF20,0,0,,4,1,1335
12702,20,b,0,TRUE,0.9,1.1,1334,Baltrasna,585,594,"(-6.262530,53.324379)",11,0,1334
12712,20,b,0,TRUE,0.9,1.1,1333,Baltrasna,585,594,"(-6.440361,)",11,0,1333
12771,0.4,b,0,TRUE,0.9,1.1,1332,Baltrasna,585,594,"(-6.440361,)",11,0,1332
12772,0.4,b,0,TRUE,0.9,1.1,1331,Painestown,0,0,,7,1,1331
12802,20,b,0,TRUE,0.9,1.1,1330,GlantaCommo,0,0,,6,1,1330
12804,38,b,0,TRUE,0.9,1.1,1329,Ballylickey,0,0,"(-9.429733,)",6,1,1329
12812,20,b,0,TRUE,0.9,1.1,1328,BALLYLIC,0,0,,6,1,1328
12814,38,b,0,TRUE,0.9,1.1,1327,GlantaCommo,0,0,,6,1,1327
12872,0.4,b,20,TRUE,0.9,1.1,1326,GLANTAC,0,0,,6,1,1326
12873,0.4,b,20,TRUE,0.9,1.1,1325,GLANTAC,0,0,,6,1,1325
12874,0.69,b,20,TRUE,0.9,1.1,1324,KEALKIL,0,0,,6,1,1324
13001,10,b,0,TRUE,0.9,1.1,1323,Ballybeg,0,0,"(-6.09587799999999,)",9,1,1323
13011,10,b,0,TRUE,0.9,1.1,1322,BALLYNAGRAN1,0,0,,9,1,1322
13021,10,b,0,TRUE,0.9,1.1,1321,BALLYNAGRAN2,0,0,,9,1,1321
13102,20,b,0,TRUE,0.9,1.1,1320,SCARTAGLEN,0,0,,5,1,1320
13104,38,b,0,TRUE,0.9,1.1,1319,CORDAL,0,0,,5,1,1319
13112,20,b,0,TRUE,0.9,1.1,1318,Coolegrean2,0,0,,5,1,1318
13114,38,b,0,TRUE,0.9,1.1,1317,Cordal,0,0,,5,1,1317
13124,38,b,0,TRUE,0.9,1.1,1316,Cordal,0,0,,5,1,1316
13132,20,b,0,TRUE,0.9,1.1,1315,Cordal,0,0,,5,1,1315
13134,38,b,0,TRUE,0.9,1.1,1314,Cordal,0,0,,5,1,1314
13142,20,b,0,TRUE,0.9,1.1,1313,Glenta,0,0,,5,1,1313
13170,0.4,b,19,TRUE,0.9,1.1,1312,Scartaglen,0,0,,5,1,1312
13171,0.69,b,20,TRUE,0.9,1.1,1311,Coolegrean_g,0,0,,5,1,1311
13172,0.69,b,19,TRUE,0.9,1.1,1310,Scartaglen_2,0,0,,5,1,1310
13173,0.69,b,0,TRUE,0.9,1.1,1309,COOLEGRAN,0,0,,5,1,1309
13176,1,b,0,TRUE,0.9,1.1,1308,GLENTA,0,0,,5,1,1308
13204,38,b,0,TRUE,0.9,1.1,1307,Blake,535,642,"(-6.881349,)",11,0,1307
13214,38,b,0,TRUE,0.9,1.1,1306,Edenderry,0,0,,11,1,1306
13219,110,n,0,TRUE,0.9,1.1,1305,BlakeT,535,642,"(-6.881349,53.288679)",11,0,1305
13271,38,b,20,TRUE,0.9,1.1,1304,Blake,0,0,"(-6.881349,)",11,1,1304
13302,20,b,0,TRUE,0.9,1.1,1303,Blundelstown,0,0,,11,1,1303
13371,0.4,b,23,TRUE,0.9,1.1,1302,Blundelstown,0,0,,11,1,1302
13402,20,b,0,TRUE,0.9,1.1,1301,BINBANE,0,0,"(-8.263342,)",1,1,1301
